,Player,fpl_id,GW,Likes,Followers,Comments,Verified,Positive,Neutral,Negative,Positive Sum,Neutral Sum,Negative Sum,Positive Mean,Neutral Mean,Negative Mean,Positive Majority,Neutral Majority,Negative Majority
211,Rice,16,21,0,394,0,"[False, False]","[0.8686589, 0.63292634]","[0.12378048, 0.34493554]","[0.0075605605, 0.022138149]",1.5015852451324463,0.46871601790189743,0.029698709025979042,0.7507926,0.23435801,0.0148493545,1,0,1
212,Raya,15,21,66,56297,16,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.6730362, 0.7751944, 0.7113401, 0.5159686, 0.8417249, 0.8599279, 0.93202543, 0.7735741, 0.6058379, 0.52570856, 0.8877454, 0.9160045, 0.9043129, 0.6369602, 0.5346601, 0.9090145]","[0.27819532, 0.2184681, 0.2720567, 0.43380773, 0.09891541, 0.13118607, 0.06574752, 0.22281277, 0.22149344, 0.45479742, 0.08799079, 0.078851454, 0.093300946, 0.3148336, 0.4591558, 0.07427185]","[0.04876844, 0.006337481, 0.016603187, 0.05022356, 0.05935974, 0.008886014, 0.002227031, 0.0036131628, 0.17266867, 0.019494075, 0.024263768, 0.00514406, 0.0023862158, 0.048206147, 0.0061840955, 0.01671358]",12.003035724163055,3.5058849304914474,0.49107922054827213,0.7501898,0.2191178,0.03069245,5,10,1
213,Saliba,18,20,21,7920,11,"[False, False]","[0.7975061, 0.9029103]","[0.19885139, 0.08346617]","[0.0036424964, 0.013623543]",1.700416386127472,0.2823175638914108,0.017266039503738284,0.85020816,0.14115879,0.008633019,0,2,0
214,Thomas,20,20,27,2750,2,"[False, False]","[0.935747, 0.9828059]","[0.056763653, 0.014872035]","[0.0074892812, 0.0023220235]",1.9185529351234436,0.07163568772375584,0.009811304742470384,0.95927644,0.035817843,0.0049056523,2,0,0
215,Merino,633,20,0,6940,0,[False],[0.8497457],[0.10016905],[0.05008522],0.8497456908226013,0.10016904771327972,0.050085220485925674,0.8497457,0.10016905,0.05008522,0,1,0
216,Ødegaard,13,20,0,32,0,[False],[0.9553827],[0.041420747],[0.0031965347],0.9553827047348022,0.041420746594667435,0.0031965347006917,0.9553827,0.041420747,0.0031965347,1,0,0
217,Timber,6,20,27,20967,4,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.49287632, 0.9563968, 0.93752646, 0.80788887, 0.8441026, 0.62622356, 0.62590814, 0.57188994, 0.8912125, 0.6630363, 0.6990364, 0.68559885, 0.9120852, 0.6952662, 0.62613136, 0.91611713, 0.7193362, 0.67821944, 0.6637646]","[0.35062245, 0.037428945, 0.035708845, 0.09685129, 0.12956868, 0.34327227, 0.34939644, 0.40739307, 0.097711116, 0.18808344, 0.2873184, 0.28395873, 0.05946056, 0.2845708, 0.3650568, 0.05808812, 0.26961368, 0.31252736, 0.3261451]","[0.15650125, 0.006174343, 0.02676478, 0.09525983, 0.026328746, 0.030504186, 0.024695423, 0.020716956, 0.011076324, 0.14888023, 0.013645245, 0.03044239, 0.028454278, 0.020162962, 0.008811877, 0.025794733, 0.01105011, 0.009253214, 0.010090293]",14.012616902589798,4.282776139676571,0.7046071677468717,0.7375062,0.22540925,0.037084587,2,12,5
218,Gabriel,3,20,21,11789,7,"[False, False, False, False, False, False, False, False, False, False]","[0.5670448, 0.57188994, 0.74480814, 0.7975061, 0.93388087, 0.7979601, 0.77151346, 0.9097762, 0.7885296, 0.89458007]","[0.42824426, 0.40739307, 0.2490489, 0.19885139, 0.057831455, 0.19922148, 0.21274912, 0.08735462, 0.2087998, 0.100033976]","[0.004710943, 0.020716956, 0.006142977, 0.0036424964, 0.008287735, 0.0028183984, 0.015737452, 0.0028691893, 0.0026705582, 0.0053859656]",7.777489244937897,2.1495280750095844,0.0729826707392931,0.77774894,0.2149528,0.007298267,4,4,2
219,Martinelli,9,20,9,7434,1,"[False, False, False, False]","[0.46848217, 0.8497457, 0.564282, 0.91846037]","[0.273667, 0.10016905, 0.34689152, 0.0725822]","[0.2578508, 0.05008522, 0.08882647, 0.00895742]",2.8009702265262604,0.7933097779750824,0.40571990609169006,0.7002426,0.19832744,0.10142998,1,3,0
220,Jesus,2,20,259,302299,31,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.5670448, 0.74480814, 0.8497457, 0.8569743, 0.7979601, 0.7875158, 0.8170687, 0.9576359, 0.77151346, 0.93150645, 0.93469334, 0.5349956, 0.8751018, 0.7885296, 0.653931, 0.5994213, 0.64638126, 0.94302785, 0.45404512]","[0.42824426, 0.2490489, 0.10016905, 0.13997583, 0.19922148, 0.1407895, 0.15699388, 0.040390287, 0.21274912, 0.058242384, 0.04994594, 0.4602899, 0.11488799, 0.2087998, 0.34108543, 0.3963989, 0.31630376, 0.042833507, 0.421618]","[0.004710943, 0.006142977, 0.05008522, 0.0030498714, 0.0028183984, 0.07169473, 0.025937436, 0.0019737768, 0.015737452, 0.010251214, 0.015360657, 0.004714456, 0.010010115, 0.0026705582, 0.004983596, 0.0041797855, 0.03731493, 0.01413864, 0.12433685]",14.511900246143341,4.077987927943468,0.4101116107776761,0.7637842,0.21463096,0.021584822,6,13,0
221,Nwaneri,12,20,0,768,1,[False],[0.5550366],[0.4141731],[0.030790348],0.5550366044044495,0.41417309641838074,0.03079034760594368,0.5550366,0.4141731,0.030790348,0,0,1
