,Player,fpl_id,GW,Likes,Followers,Comments,Verified,Positive,Neutral,Negative,Positive Sum,Neutral Sum,Negative Sum,Positive Mean,Neutral Mean,Negative Mean,Positive Majority,Neutral Majority,Negative Majority
34,Mosquera,558,4,214,507147,17,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.5964627, 0.5123021, 0.9300107, 0.5323719, 0.58610165, 0.5609786, 0.85526145, 0.8548805, 0.6953569, 0.66028446, 0.7589872, 0.89589864, 0.92402536, 0.9147825, 0.7844911, 0.62073594, 0.66484916, 0.89473265, 0.5072998, 0.7757698]","[0.39383405, 0.48276773, 0.061350945, 0.45456398, 0.3974612, 0.42297485, 0.12517786, 0.12507804, 0.23921798, 0.32624552, 0.2239716, 0.062215213, 0.048545454, 0.058108266, 0.15403903, 0.36258194, 0.32395238, 0.05579804, 0.4654539, 0.21330386]","[0.0097032115, 0.0049301684, 0.008638382, 0.013064125, 0.016437156, 0.016046537, 0.0195607, 0.02004145, 0.065425016, 0.013470058, 0.017041273, 0.041886214, 0.027429186, 0.02710919, 0.061469886, 0.016682155, 0.011198409, 0.04946935, 0.027246326, 0.010926277]",14.525583148002625,4.9966418370604515,0.47777507547289133,0.72627914,0.24983211,0.023888752,2,11,7
35,Doyle,544,4,14,2920,3,"[False, False, False, False]","[0.9778587, 0.9282951, 0.70417076, 0.8126639]","[0.019750768, 0.047641758, 0.24454622, 0.15753591]","[0.0023904946, 0.024063207, 0.051283013, 0.029800206]",3.422988474369049,0.46947465650737286,0.10753692127764225,0.8557471,0.11736867,0.02688423,1,3,0
36,Bueno,564,4,240,413549,2,"[False, False, False, False, False, False, False, False, False, False, False, False]","[0.88990587, 0.92644966, 0.92399585, 0.92399585, 0.8541541, 0.7293827, 0.9407324, 0.92399585, 0.8624374, 0.94803464, 0.9160047, 0.9125554]","[0.089705765, 0.043971315, 0.04686839, 0.04686839, 0.12605119, 0.2578911, 0.03523026, 0.04686839, 0.111484565, 0.026370125, 0.047883388, 0.061634418]","[0.020388387, 0.029578993, 0.029135864, 0.029135864, 0.0197947, 0.012726192, 0.02403728, 0.029135864, 0.026077999, 0.025595177, 0.036111895, 0.025810188]",10.751644492149353,0.9408272858709097,0.30752840358763933,0.8959704,0.07840227,0.025627367,1,11,0
37,Johnstone,204,4,1312,90669,32,"[False, False, False, False]","[0.92145944, 0.9006591, 0.89009637, 0.91819304]","[0.067149416, 0.07055893, 0.1002314, 0.051383726]","[0.011391184, 0.028781952, 0.009672285, 0.030423185]",3.630407929420471,0.28932347148656845,0.08026860654354095,0.907602,0.07233087,0.020067152,0,4,0
38,Gomes,563,4,545,460044,17,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.93049884, 0.94273186, 0.88863754, 0.9307651, 0.89319235, 0.94273186, 0.9242641, 0.80351466, 0.94185543, 0.9451289, 0.81409633, 0.94912297, 0.94273186, 0.9161703, 0.80351466, 0.91717976, 0.8253724, 0.9549641, 0.8517499, 0.8702445]","[0.044646513, 0.033605177, 0.09059665, 0.04454941, 0.08136811, 0.033605177, 0.0549021, 0.18684064, 0.033484723, 0.035435524, 0.12731968, 0.03544411, 0.033605177, 0.06304475, 0.18684064, 0.058260515, 0.1673366, 0.027627055, 0.12841396, 0.11689281]","[0.024854627, 0.023663053, 0.020765796, 0.024685489, 0.025439573, 0.023663053, 0.020833716, 0.009644685, 0.024659866, 0.01943563, 0.058583997, 0.015432851, 0.023663053, 0.020784998, 0.009644685, 0.024559693, 0.007290929, 0.017408801, 0.019836204, 0.012862655]",17.988467395305634,1.5838193148374557,0.42771335737779737,0.8994234,0.07919097,0.021385668,0,20,0
39,Aït-Nouri,533,4,2015,563251,63,"[False, False, False, False, False, False, False, False, False, False]","[0.92145944, 0.9245979, 0.8548805, 0.6848517, 0.93615186, 0.85526145, 0.6257715, 0.8340701, 0.905309, 0.93361163]","[0.067149416, 0.07032847, 0.12507804, 0.30168194, 0.04571315, 0.12517786, 0.35512877, 0.1396014, 0.047746647, 0.053962946]","[0.011391184, 0.0050736186, 0.02004145, 0.013466425, 0.018135052, 0.0195607, 0.0190997, 0.026328571, 0.04694431, 0.012425394]",8.475965142250061,1.331568617373705,0.19246640475466847,0.8475965,0.13315687,0.01924664,1,9,0
40,Cunha,541,4,136,83336,8,"[False, False, False, False]","[0.67485386, 0.9072833, 0.8249011, 0.634241]","[0.31922522, 0.08141584, 0.11602631, 0.2817268]","[0.0059209196, 0.011300824, 0.05907264, 0.08403221]",3.0412792563438416,0.7983941808342934,0.16032659076154232,0.7603198,0.19959855,0.04008165,1,3,0
41,Lemina,557,4,111,411340,4,"[False, False, False, False, False]","[0.8548805, 0.93615186, 0.85526145, 0.92844844, 0.7844911]","[0.12507804, 0.04571315, 0.12517786, 0.049549725, 0.15403903]","[0.02004145, 0.018135052, 0.0195607, 0.022001768, 0.061469886]",4.359233379364014,0.4995577968657017,0.14120885729789734,0.8718467,0.099911556,0.028241772,0,5,0
42,Strand Larsen,566,4,4,1130,1,"[False, False, False]","[0.946971, 0.90219, 0.8866782]","[0.0445184, 0.074596554, 0.075731486]","[0.00851056, 0.023213519, 0.037590303]",2.7358392477035522,0.19484644010663033,0.06931438110768795,0.9119465,0.06494881,0.023104794,1,2,0
43,Gomes,553,4,545,460044,17,"[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[0.93049884, 0.94273186, 0.88863754, 0.9307651, 0.89319235, 0.94273186, 0.9242641, 0.80351466, 0.94185543, 0.9451289, 0.81409633, 0.94912297, 0.94273186, 0.9161703, 0.80351466, 0.91717976, 0.8253724, 0.9549641, 0.8517499, 0.8702445]","[0.044646513, 0.033605177, 0.09059665, 0.04454941, 0.08136811, 0.033605177, 0.0549021, 0.18684064, 0.033484723, 0.035435524, 0.12731968, 0.03544411, 0.033605177, 0.06304475, 0.18684064, 0.058260515, 0.1673366, 0.027627055, 0.12841396, 0.11689281]","[0.024854627, 0.023663053, 0.020765796, 0.024685489, 0.025439573, 0.023663053, 0.020833716, 0.009644685, 0.024659866, 0.01943563, 0.058583997, 0.015432851, 0.023663053, 0.020784998, 0.009644685, 0.024559693, 0.007290929, 0.017408801, 0.019836204, 0.012862655]",17.988467395305634,1.5838193148374557,0.42771335737779737,0.8994234,0.07919097,0.021385668,0,20,0
44,José Sá,554,4,14,16732,3,[False],[0.91819304],[0.051383726],[0.030423185],0.9181930422782898,0.05138372629880905,0.030423184856772423,0.91819304,0.051383726,0.030423185,0,1,0
45,Bellegarde,535,4,0,45,1,[False],[0.93342745],[0.063387804],[0.0031847649],0.9334274530410767,0.06338780373334885,0.0031847648788243532,0.93342745,0.063387804,0.0031847649,1,0,0
46,Chiquinho,537,4,0,2637,0,"[False, False]","[0.8565078, 0.7997881]","[0.13023087, 0.180405]","[0.013261292, 0.01980687]",1.656295895576477,0.31063587963581085,0.03306816145777702,0.82814795,0.15531793,0.01653408,0,2,0
47,Podence,562,4,0,3594,0,[False],[0.50793284],[0.48064837],[0.011418803],0.5079328417778015,0.48064836859703064,0.011418802663683891,0.50793284,0.48064837,0.011418803,0,0,1
