,xG_prev_3,xG_prev_5,shots_90_prev_3,xA_90_prev,xA_90_prev_3,xA_90_prev_10,kp_90,mins,mins_prev,mins_prev_3,mins_prev_5,mins_prev_10,was_home,ict_prev,ict_prev_10,transfers_in,transfers_out,average_points,team_xG_scored_prev_3,team_xG_scored_prev_5,team_xG_conceded_prev_3,team_xG_conceded_prev_5,team_xG_conceded_prev_10,prev_3_opp_goals_scored,prev_5_opp_goals_scored,prev_10_opp_goals_scored,prev_opp_goals_conceded,prev_3_opp_goals_conceded,prev_5_opp_goals_conceded,prev_opp_xG_scored,prev_3_opp_xG_scored,prev_10_opp_xG_scored,prev_opp_XG_conceded,prev_3_opp_xG_conceded,prev_5_opp_xG_conceded,prev_10_opp_xG_conceded,avg_opp_goals_scored,avg_opp_goals_conceded,avg_opp_xG_scored,prev_season_goals,prev_season_shots,prev_season_xG,prev_season_mins,total_points,Name,GW,Team,goals,assists,clean_sheet_kept,saves_made,bonus_scored,mins_played,Web Name,Date,fpl_id
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.502844115483746,47.0,0,Aaron Connolly,1,Brighton,0,0,0,0,0,0,Connolly,2021-08-14T14:00:00Z,72
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1899,3581,0.0,1.6853,1.6853,1.79548,1.79548,1.79548,3.0,3.0,3.0,2.0,2.0,2.0,1.35036,1.35036,1.35036,1.13718,1.13718,1.13718,1.13718,3.0,2.0,1.35036,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,1,Aaron Connolly,2,Brighton,0,0,0,0,0,45,Connolly,2021-08-21T16:30:00Z,72
2,1.1259926557540894,1.1259926557540894,2.0,0.0,0.0,0.0,0.0,22.5,45.0,22.5,22.5,22.5,1.0,1.0,1.0,2897,3634,0.5,1.7321300000000002,1.7321300000000002,1.101352,1.101352,1.101352,2.5,2.5,2.5,2.0,1.5,1.5,1.85713,2.12288,2.12288,0.966093,0.773347,0.773347,0.773347,2.5,1.5,2.12288,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,3,Brighton,0,0,0,0,0,0,Connolly,2021-08-28T14:00:00Z,72
3,1.1259926557540894,1.1259926557540894,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,15.0,15.0,0.0,0.0,1.0,1857,5539,0.3333333333333333,1.3886273333333332,1.3886273333333332,1.2504613333333332,1.2504613333333332,1.2504613333333332,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.13312,1.2445796666666666,1.2445796666666666,0.431464,0.6872090000000001,0.6872090000000001,0.6872090000000001,1.0,0.3333333333333333,1.2445796666666666,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,4,Brighton,0,0,0,0,0,0,Connolly,2021-09-11T14:00:00Z,72
4,1.1259926557540894,1.1259926557540894,0.0,0.0,0.0,0.0,0.0,11.25,0.0,22.5,11.25,11.25,1.0,0.0,1.0,301,2849,0.25,1.240291,1.113446,0.977952,1.1202925,1.1202925,1.0,1.0,1.0,1.0,2.0,1.5,0.8001,0.9001899999999999,0.842163,2.75058,2.159183333333333,1.9511725,1.9511725,1.0,1.5,0.842163,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,5,Brighton,0,0,0,0,0,0,Connolly,2021-09-19T13:00:00Z,72
5,0.0,1.1259926557540894,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,1187,1419,0.2,0.494762,1.1856328,1.139233,1.14698,1.14698,1.6666666666666667,1.0,1.0,3.0,1.6666666666666667,1.6,0.644168,1.7381559999999998,1.2284964,2.76793,1.4309915333333334,1.23850072,1.23850072,1.0,1.6,1.2284964,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,1,Aaron Connolly,6,Brighton,0,0,0,0,0,14,Connolly,2021-09-27T19:00:00Z,72
6,0.0,1.1259926557540894,0.0,0.0,0.0,0.0,0.0,9.833333333333334,14.0,0.0,11.25,9.833333333333334,1.0,0.6428571428571429,0.9152542372881356,936,1077,0.3333333333333333,0.881141,1.060716,0.991758,0.984855,1.183876666666667,1.6666666666666667,1.0,0.8333333333333334,1.0,0.3333333333333333,1.6,1.44499,1.74314,1.1666956666666668,0.980166,0.7776773333333334,2.0894164,2.055877,0.8333333333333334,1.6666666666666667,1.1666956666666668,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,7,Brighton,0,0,0,0,0,0,Connolly,2021-10-02T16:30:00Z,72
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428571428571429,0.0,7.0,3.5,8.428571428571429,0.0,0.0,0.9152542372881356,1245,1156,0.2857142857142857,1.061973,0.7783675,1.311045,1.225139,1.0667957142857143,0.3333333333333333,0.4,0.2857142857142857,0.0,1.6666666666666667,1.6,0.673617,0.752395,0.8048036857142857,0.584725,1.7588016666666666,1.847053,1.923117857142857,0.2857142857142857,2.2857142857142856,0.8048036857142857,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,8,Brighton,0,0,0,0,0,0,Connolly,2021-10-16T14:00:00Z,72
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.375,0.0,7.0,3.5,7.375,1.0,0.0,0.9152542372881356,743,1077,0.25,0.882538,0.8818395,0.8663350000000001,0.9290465,1.07855625,1.6666666666666667,1.2,2.0,0.0,0.6666666666666666,0.4,2.15712,1.6309166666666666,2.2357125,1.07719,0.7402533333333334,0.7023566000000001,0.5892170999999999,2.0,0.375,2.2357125,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,9,Brighton,0,0,0,0,0,0,Connolly,2021-10-23T16:30:00Z,72
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.555555555555555,0.0,0.0,3.5,6.555555555555555,0.0,0.0,0.9152542372881356,957,1236,0.2222222222222222,1.145615,1.1037940000000002,0.7625949999999999,1.03682,1.3558011111111112,4.0,3.6,3.0,0.0,0.6666666666666666,1.0,4.04765,2.8841826666666663,2.7323097777777776,1.35584,0.9004439999999999,1.257216,1.0595551111111112,3.0,0.6666666666666666,2.7323097777777776,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,10,Brighton,0,0,0,0,0,0,Connolly,2021-10-30T14:00:00Z,72
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,3.5,5.9,1.0,0.0,0.9152542372881356,609,899,0.2,1.1726100000000002,1.027574,2.36732,1.6168275,1.3599990000000002,1.0,1.0,1.1,3.0,2.333333333333333,2.0,0.157616,0.5083623333333334,1.0214066,2.16608,1.99068,1.6069181999999995,1.9891811,1.1,2.3,1.0214066,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,11,Brighton,0,0,0,0,0,0,Connolly,2021-11-06T17:30:00Z,72
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.363636363636363,0.0,0.0,0.0,6.555555555555555,0.0,0.0,0.9152542372881356,590,746,0.1818181818181818,1.3399100000000002,1.2427625,2.48577,1.6241825,1.3116122222222222,0.6666666666666666,1.0,1.2,1.0,2.6666666666666665,2.6,0.536077,0.8781693333333332,1.0060638,0.89818,2.3534966666666666,2.207738,1.6705105,1.2727272727272727,1.818181818181818,1.017983454545455,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,12,Brighton,0,0,0,0,0,0,Connolly,2021-11-20T15:00:00Z,72
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.916666666666667,0.0,0.0,0.0,1.5555555555555556,1.0,0.0,0.6428571428571429,377,650,0.1666666666666666,1.4707750000000002,1.3216925000000002,0.8125505,1.58993525,1.291623,1.3333333333333333,1.0,0.9,2.0,1.3333333333333333,1.2,1.46689,1.53365,1.3134077,2.31744,1.258206333333333,1.2928166,1.5935796999999998,1.0,1.6666666666666667,1.222376,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,13,Brighton,0,0,0,0,0,0,Connolly,2021-11-27T17:30:00Z,72
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538461538461538,0.0,0.0,0.0,1.5555555555555556,0.0,0.0,0.6428571428571429,389,439,0.1538461538461538,1.0070085,1.17345925,0.6483905000000001,1.56708025,1.2383763333333333,1.3333333333333333,1.8,1.4,2.0,1.6666666666666667,1.2,0.171763,0.620358,1.4044711,2.72187,1.8324366666666665,1.3714118,1.2796439,1.8461538461538465,1.2307692307692308,1.5990546923076925,0.2252816020025031,2.5907384230287858,0.502844115483746,47.0,0,Aaron Connolly,14,Brighton,0,0,0,0,0,0,Connolly,2021-12-01T19:30:00Z,72
